Val_L;Val_R;R;G;B;Hex;Acronym;Level 1;Level 2;Level 3;Level4;Level 5;Level 6;Level 7;Level 8;Level 9;Level 10
457;2457;255;144;159;#FF909F;MDc;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;MED Medial group of the dorsal thalamus;MD Mediodorsal nucleus of thalamus;MDc Mediodorsal nucleus of the thalamus, central part;;
458;2458;255;144;159;#FF909F;MDl;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;MED Medial group of the dorsal thalamus;MD Mediodorsal nucleus of thalamus;MDl Mediodorsal nucleus of the thalamus, lateral part;;
459;2459;255;144;159;#FF909F;MDm;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;MED Medial group of the dorsal thalamus;MD Mediodorsal nucleus of thalamus;MDm Mediodorsal nucleus of the thalamus, medial part;;
813;2813;255;144;159;#FF909F;SMT;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;MED Medial group of the dorsal thalamus;SMT Submedial nucleus of the thalamus;;;
679;2679;255;144;159;#FF909F;PR;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;MED Medial group of the dorsal thalamus;PR Perireunensis nucleus;;;
521;2521;255;144;159;#FF909F;MTN;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;MTN Midline group of the dorsal thalamus;;;;
724;2724;255;144;159;#FF909F;PVT;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;MTN Midline group of the dorsal thalamus;PVT Paraventricular nucleus of the thalamus;;;
699;2699;255;144;159;#FF909F;PT;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;MTN Midline group of the dorsal thalamus;PT Parataenial nucleus;;;
750;2750;255;144;159;#FF909F;RE;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;MTN Midline group of the dorsal thalamus;RE Nucleus of reuniens;;;
1115;3115;255;144;159;#FF909F;Xi;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;MTN Midline group of the dorsal thalamus;Xi Xiphoid thalamic nucleus;;;
382;2382;255;144;159;#FF909F;ILM;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;ILM Intralaminar nuclei of the dorsal thalamus;;;;
752;2752;255;144;159;#FF909F;RH;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;ILM Intralaminar nuclei of the dorsal thalamus;RH Rhomboid nucleus;;;
188;2188;255;144;159;#FF909F;CM;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;ILM Intralaminar nuclei of the dorsal thalamus;CM Central medial nucleus of the thalamus;;;
627;2627;255;144;159;#FF909F;PCN;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;ILM Intralaminar nuclei of the dorsal thalamus;PCN Paracentral nucleus;;;
185;2185;255;144;159;#FF909F;CL;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;ILM Intralaminar nuclei of the dorsal thalamus;CL Central lateral nucleus of the thalamus;;;
636;2636;255;144;159;#FF909F;PF;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;ILM Intralaminar nuclei of the dorsal thalamus;PF Parafascicular nucleus;;;
647;2647;255;144;159;#FF909F;PIL;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;ILM Intralaminar nuclei of the dorsal thalamus;PIL Posterior intralaminar thalamic nucleus;;;
783;2783;255;144;159;#FF909F;RT;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;RT Reticular nucleus of the thalamus;;;;
341;2341;255;144;159;#FF909F;GENv;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;GENv Geniculate group, ventral thalamus;;;;
371;2371;255;144;159;#FF909F;IGL;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;GENv Geniculate group, ventral thalamus;IGL Intergeniculate leaflet of the lateral geniculate complex;;;
407;2407;255;144;159;#FF909F;IntG;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;GENv Geniculate group, ventral thalamus;IntG Intermediate geniculate nucleus;;;
420;2420;255;144;159;#FF909F;LGv;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;GENv Geniculate group, ventral thalamus;LGv Ventral part of the lateral geniculate complex;;;
421;2421;255;144;159;#FF909F;LGvl;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;GENv Geniculate group, ventral thalamus;LGv Ventral part of the lateral geniculate complex;LGvl Ventral part of the lateral geniculate complex, lateral zone;;
422;2422;255;144;159;#FF909F;LGvm;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;GENv Geniculate group, ventral thalamus;LGv Ventral part of the lateral geniculate complex;LGvm Ventral part of the lateral geniculate complex, medial zone;;
924;2924;255;144;159;#FF909F;SubG;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;GENv Geniculate group, ventral thalamus;SubG Subgeniculate nucleus;;;
316;2316;255;144;159;#FF909F;EPI;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;EPI Epithalamus;;;;
477;2477;255;144;159;#FF909F;MH;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;EPI Epithalamus;MH Medial habenula;;;
423;2423;255;144;159;#FF909F;LH;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;EPI Epithalamus;LH Lateral habenula;;;
648;2648;255;144;159;#FF909F;PIN;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;TH Thalamus;DORpm Thalamus, polymodal association cortex related;EPI Epithalamus;PIN Pineal body;;;
358;2358;230;68;56;#E64438;HY;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;;;;;;
725;2725;255;93;80;#FF5D50;PVZ;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVZ Periventricular zone;;;;;
817;2817;255;93;80;#FF5D50;SO;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVZ Periventricular zone;SO Supraoptic nucleus;;;;
84;2084;255;93;80;#FF5D50;ASO;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVZ Periventricular zone;ASO Accessory supraoptic group;;;;
528;2528;255;93;80;#FF5D50;NC;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVZ Periventricular zone;ASO Accessory supraoptic group;NC Nucleus circularis;;;
707;2707;255;93;80;#FF5D50;PVH;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVZ Periventricular zone;PVH Paraventricular hypothalamic nucleus;;;;
714;2714;255;93;80;#FF5D50;PVHm;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVZ Periventricular zone;PVH Paraventricular hypothalamic nucleus;PVHm Paraventricular hypothalamic nucleus, magnocellular division;;;
708;2708;255;93;80;#FF5D50;PVHam;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVZ Periventricular zone;PVH Paraventricular hypothalamic nucleus;PVHm Paraventricular hypothalamic nucleus, magnocellular division;PVHam Paraventricular hypothalamic nucleus, magnocellular division, anterior magnocellular part;;
715;2715;255;93;80;#FF5D50;PVHmm;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVZ Periventricular zone;PVH Paraventricular hypothalamic nucleus;PVHm Paraventricular hypothalamic nucleus, magnocellular division;PVHmm Paraventricular hypothalamic nucleus, magnocellular division, medial magnocellular part;;
719;2719;255;93;80;#FF5D50;PVHpm;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVZ Periventricular zone;PVH Paraventricular hypothalamic nucleus;PVHm Paraventricular hypothalamic nucleus, magnocellular division;PVHpm Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part;;
720;2720;255;93;80;#FF5D50;PVHpml;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVZ Periventricular zone;PVH Paraventricular hypothalamic nucleus;PVHm Paraventricular hypothalamic nucleus, magnocellular division;PVHpm Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part;PVHpml Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, lateral zone;
721;2721;255;93;80;#FF5D50;PVHpmm;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVZ Periventricular zone;PVH Paraventricular hypothalamic nucleus;PVHm Paraventricular hypothalamic nucleus, magnocellular division;PVHpm Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part;PVHpmm Paraventricular hypothalamic nucleus, magnocellular division, posterior magnocellular part, medial zone;
718;2718;255;93;80;#FF5D50;PVHp;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVZ Periventricular zone;PVH Paraventricular hypothalamic nucleus;PVHp Paraventricular hypothalamic nucleus, parvicellular division;;;
709;2709;255;93;80;#FF5D50;PVHap;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVZ Periventricular zone;PVH Paraventricular hypothalamic nucleus;PVHp Paraventricular hypothalamic nucleus, parvicellular division;PVHap Paraventricular hypothalamic nucleus, parvicellular division, anterior parvicellular part;;
716;2716;255;93;80;#FF5D50;PVHmpd;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVZ Periventricular zone;PVH Paraventricular hypothalamic nucleus;PVHp Paraventricular hypothalamic nucleus, parvicellular division;PVHmpd Paraventricular hypothalamic nucleus, parvicellular division, medial parvicellular part, dorsal zone;;
722;2722;255;93;80;#FF5D50;PVHpv;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVZ Periventricular zone;PVH Paraventricular hypothalamic nucleus;PVHp Paraventricular hypothalamic nucleus, parvicellular division;PVHpv Paraventricular hypothalamic nucleus, parvicellular division, periventricular part;;
726;2726;255;93;80;#FF5D50;PVa;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVZ Periventricular zone;PVa Periventricular hypothalamic nucleus, anterior part;;;;
727;2727;255;93;80;#FF5D50;PVi;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVZ Periventricular zone;PVi Periventricular hypothalamic nucleus, intermediate part;;;;
83;2083;255;93;80;#FF5D50;ARH;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVZ Periventricular zone;ARH Arcuate hypothalamic nucleus;;;;
723;2723;255;85;71;#FF5547;PVR;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;;;;;
26;2026;255;85;71;#FF5547;ADP;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;ADP Anterodorsal preoptic nucleus;;;;
27;2027;255;85;71;#FF5547;AHA;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;AHA Anterior hypothalamic area;;;;
117;2117;255;85;71;#FF5547;AVP;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;AVP Anteroventral preoptic nucleus;;;;
118;2118;255;85;71;#FF5547;AVPV;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;AVPV Anteroventral periventricular nucleus;;;;
260;2260;255;85;71;#FF5547;DMH;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;DMH Dorsomedial nucleus of the hypothalamus;;;;
261;2261;255;85;71;#FF5547;DMHa;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;DMH Dorsomedial nucleus of the hypothalamus;DMHa Dorsomedial nucleus of the hypothalamus, anterior part;;;
262;2262;255;85;71;#FF5547;DMHp;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;DMH Dorsomedial nucleus of the hypothalamus;DMHp Dorsomedial nucleus of the hypothalamus, posterior part;;;
263;2263;255;85;71;#FF5547;DMHv;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;DMH Dorsomedial nucleus of the hypothalamus;DMHv Dorsomedial nucleus of the hypothalamus, ventral part;;;
470;2470;255;85;71;#FF5547;MEPO;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;MEPO Median preoptic nucleus;;;;
512;2512;255;85;71;#FF5547;MPO;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;MPO Medial preoptic area;;;;
589;2589;255;85;71;#FF5547;OV;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;OV Vascular organ of the lamina terminalis;;;;
628;2628;255;85;71;#FF5547;PD;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;PD Posterodorsal preoptic nucleus;;;;
694;2694;255;85;71;#FF5547;PS;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;PS Parastrial nucleus;;;;
695;2695;255;85;71;#FF5547;PSCH;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;PSCH Suprachiasmatic preoptic nucleus;;;;
728;2728;255;85;71;#FF5547;PVp;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;PVp Periventricular hypothalamic nucleus, posterior part;;;;
729;2729;255;85;71;#FF5547;PVpo;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;PVpo Periventricular hypothalamic nucleus, preoptic part;;;;
785;2785;255;85;71;#FF5547;SBPV;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;SBPV Subparaventricular zone;;;;
786;2786;255;85;71;#FF5547;SCH;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;SCH Suprachiasmatic nucleus;;;;
802;2802;255;85;71;#FF5547;SFO;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;SFO Subfornical organ;;;;
1100;3100;255;85;71;#FF5547;VMPO;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;VMPO Ventromedial preoptic nucleus;;;;
1093;3093;255;85;71;#FF5547;VLPO;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;PVR Periventricular region;VLPO Ventrolateral preoptic nucleus;;;;
472;2472;255;76;62;#FF4C3E;MEZ;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;MEZ Hypothalamic medial zone;;;;;
28;2028;255;76;62;#FF4C3E;AHN;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;MEZ Hypothalamic medial zone;AHN Anterior hypothalamic nucleus;;;;
29;2029;255;76;62;#FF4C3E;AHNa;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;MEZ Hypothalamic medial zone;AHN Anterior hypothalamic nucleus;AHNa Anterior hypothalamic nucleus, anterior part;;;
30;2030;255;76;62;#FF4C3E;AHNc;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;MEZ Hypothalamic medial zone;AHN Anterior hypothalamic nucleus;AHNc Anterior hypothalamic nucleus, central part;;;
31;2031;255;76;62;#FF4C3E;AHNd;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;MEZ Hypothalamic medial zone;AHN Anterior hypothalamic nucleus;AHNd Anterior hypothalamic nucleus, dorsal part;;;
32;2032;255;76;62;#FF4C3E;AHNp;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;MEZ Hypothalamic medial zone;AHN Anterior hypothalamic nucleus;AHNp Anterior hypothalamic nucleus, posterior part;;;
449;2449;255;76;62;#FF4C3E;MBO;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;MEZ Hypothalamic medial zone;MBO Mammillary body;;;;
430;2430;255;76;62;#FF4C3E;LM;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;MEZ Hypothalamic medial zone;MBO Mammillary body;LM Lateral mammillary nucleus;;;
478;2478;255;76;62;#FF4C3E;MM;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;MEZ Hypothalamic medial zone;MBO Mammillary body;MM Medial mammillary nucleus;;;
482;2482;255;76;62;#FF4C3E;MMme;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;MEZ Hypothalamic medial zone;MBO Mammillary body;MM Medial mammillary nucleus;MMme Medial mammillary nucleus, median part;;
480;2480;255;76;62;#FF4C3E;MMl;grey Basic cell groups and regions;BS Brain stem;IB Interbrain;HY Hypothalamus;MEZ Hypothalamic medial zone;MBO Mammillary body;MM Medial mammillary nucleus;MMl Medial mammillary nucleus, lateral part;;
